CustomerId,Product,Product_StartDate,Product_EndDate
570,2,7/1/2019,1/1/2020
570,2,1/1/2020,7/1/2020
570,2,7/1/2020,1/1/2021
570,2,1/1/2021,12/31/9999
571,1,7/1/2018,7/1/2019
571,1,7/1/2019,7/1/2020
571,2,7/1/2020,1/1/2021
571,1,1/1/2021,12/31/9999
572,2,7/1/2018,1/1/2019
572,2,1/1/2019,7/1/2019
572,1,7/1/2019,7/1/2020
572,2,7/1/2020,1/1/2021
572,1,1/1/2021,12/31/9999
573,1,7/1/2018,12/31/9999
574,1,7/1/2018,12/31/9999
575,1,7/1/2018,7/1/2019
575,2,7/1/2019,1/1/2020
575,1,1/1/2020,1/1/2021
575,2,1/1/2021,12/31/9999
576,1,7/1/2018,12/31/9999
577,2,7/1/2018,1/1/2019
577,2,1/1/2019,7/1/2019
577,2,7/1/2019,1/1/2020
577,2,1/1/2020,7/1/2020
577,2,7/1/2020,1/1/2021
577,1,1/1/2021,12/31/9999
578,1,7/1/2018,12/31/9999
579,1,7/1/2018,7/1/2019
579,1,7/1/2019,7/1/2020
579,1,7/1/2020,12/31/9999
580,2,7/1/2018,1/1/2019
580,1,1/1/2019,1/1/2020
580,1,1/1/2020,1/1/2021
580,1,1/1/2021,12/31/9999
581,1,7/1/2018,7/1/2019
581,1,7/1/2019,7/1/2020
581,1,7/1/2020,12/31/9999
582,1,7/1/2018,7/1/2019
582,1,7/1/2019,7/1/2020
582,1,7/1/2020,12/31/9999
583,2,7/1/2018,1/1/2019
583,1,1/1/2019,1/1/2020
583,2,1/1/2020,7/1/2020
583,2,7/1/2020,1/1/2021
583,2,1/1/2021,12/31/9999
584,1,7/1/2018,7/1/2019
584,1,7/1/2019,7/1/2020
584,2,7/1/2020,1/1/2021
584,2,1/1/2021,12/31/9999
585,1,7/1/2018,12/31/9999
586,2,7/1/2018,12/31/9999
587,1,7/1/2018,7/1/2019
587,2,7/1/2019,1/1/2020
587,1,1/1/2020,1/1/2021
587,1,1/1/2021,12/31/9999
588,2,7/1/2018,1/1/2019
588,2,1/1/2019,7/1/2019
588,2,7/1/2019,1/1/2020
588,2,1/1/2020,7/1/2020
588,2,7/1/2020,1/1/2021
588,2,1/1/2021,12/31/9999
589,2,7/1/2018,12/31/9999
590,2,7/1/2018,12/31/9999
591,2,7/1/2018,1/1/2019
591,1,1/1/2019,12/31/9999
592,1,7/1/2018,7/1/2019
592,2,7/1/2019,1/1/2020
592,1,1/1/2020,12/31/9999
593,2,7/1/2018,1/1/2019
593,2,1/1/2019,7/1/2019
593,2,7/1/2019,1/1/2020
593,2,1/1/2020,7/1/2020
593,2,7/1/2020,1/1/2021
593,2,1/1/2021,12/31/9999
594,2,7/1/2018,1/1/2019
594,1,1/1/2019,12/31/9999
595,1,7/1/2018,12/31/9999
596,2,7/1/2018,1/1/2019
596,2,1/1/2019,7/1/2019
596,2,7/1/2019,1/1/2020
596,1,1/1/2020,12/31/9999
597,2,7/1/2018,1/1/2019
597,1,1/1/2019,1/1/2020
597,1,1/1/2020,1/1/2021
597,2,1/1/2021,12/31/9999
598,1,7/1/2018,7/1/2019
598,2,7/1/2019,1/1/2020
598,2,1/1/2020,7/1/2020
598,2,7/1/2020,1/1/2021
598,1,1/1/2021,12/31/9999
599,2,7/1/2018,12/31/9999
600,1,7/1/2018,12/31/9999
601,1,7/1/2018,7/1/2019
601,1,7/1/2019,7/1/2020
601,1,7/1/2020,12/31/9999
602,1,7/1/2018,7/1/2019
602,2,7/1/2019,1/1/2020
602,2,1/1/2020,7/1/2020
602,2,7/1/2020,1/1/2021
602,2,1/1/2021,12/31/9999
603,1,8/1/2018,12/31/9999
604,2,8/1/2018,2/1/2019
604,2,2/1/2019,8/1/2019
604,1,8/1/2019,8/1/2020
604,1,8/1/2020,12/31/9999
605,1,8/1/2018,8/1/2019
605,1,8/1/2019,8/1/2020
605,1,8/1/2020,12/31/9999
606,2,8/1/2018,12/31/9999
607,2,8/1/2018,2/1/2019
607,2,2/1/2019,8/1/2019
607,1,8/1/2019,8/1/2020
607,1,8/1/2020,12/31/9999
608,1,8/1/2018,8/1/2019
608,1,8/1/2019,8/1/2020
608,1,8/1/2020,12/31/9999
609,1,8/1/2018,8/1/2019
609,2,8/1/2019,2/1/2020
609,2,2/1/2020,12/31/9999
610,1,8/1/2018,8/1/2019
610,1,8/1/2019,12/31/9999
611,2,8/1/2018,2/1/2019
611,1,2/1/2019,2/1/2020
611,2,2/1/2020,8/1/2020
611,2,8/1/2020,12/31/9999
612,2,8/1/2018,2/1/2019
612,2,2/1/2019,12/31/9999
613,2,8/1/2018,12/31/9999
614,1,8/1/2018,8/1/2019
614,1,8/1/2019,8/1/2020
614,1,8/1/2020,12/31/9999
615,2,8/1/2018,12/31/9999
616,2,8/1/2018,2/1/2019
616,2,2/1/2019,8/1/2019
616,2,8/1/2019,2/1/2020
616,1,2/1/2020,12/31/9999
617,2,8/1/2018,2/1/2019
617,2,2/1/2019,8/1/2019
617,1,8/1/2019,8/1/2020
617,1,8/1/2020,12/31/9999
618,2,8/1/2018,2/1/2019
618,2,2/1/2019,8/1/2019
618,1,8/1/2019,8/1/2020
618,2,8/1/2020,12/31/9999
619,2,8/1/2018,2/1/2019
619,2,2/1/2019,12/31/9999
620,1,8/1/2018,8/1/2019
620,1,8/1/2019,12/31/9999
621,2,8/1/2018,2/1/2019
621,2,2/1/2019,8/1/2019
621,2,8/1/2019,2/1/2020
621,1,2/1/2020,12/31/9999
622,1,8/1/2018,8/1/2019
622,1,8/1/2019,8/1/2020
622,1,8/1/2020,12/31/9999
623,2,8/1/2018,2/1/2019
623,2,2/1/2019,8/1/2019
623,2,8/1/2019,2/1/2020
623,2,2/1/2020,8/1/2020
623,2,8/1/2020,12/31/9999
624,2,8/1/2018,2/1/2019
624,2,2/1/2019,8/1/2019
624,2,8/1/2019,12/31/9999
625,1,8/1/2018,8/1/2019
625,2,8/1/2019,2/1/2020
625,2,2/1/2020,8/1/2020
625,2,8/1/2020,12/31/9999
626,2,8/1/2018,2/1/2019
626,1,2/1/2019,12/31/9999
627,1,8/1/2018,8/1/2019
627,1,8/1/2019,8/1/2020
627,1,8/1/2020,12/31/9999
628,2,8/1/2018,2/1/2019
628,2,2/1/2019,8/1/2019
628,2,8/1/2019,2/1/2020
628,2,2/1/2020,8/1/2020
628,2,8/1/2020,12/31/9999
629,2,8/1/2018,2/1/2019
629,1,2/1/2019,2/1/2020
629,2,2/1/2020,8/1/2020
629,2,8/1/2020,12/31/9999
630,2,8/1/2018,2/1/2019
630,1,2/1/2019,12/31/9999
631,1,8/1/2018,12/31/9999
632,2,8/1/2018,2/1/2019
632,2,2/1/2019,8/1/2019
632,2,8/1/2019,2/1/2020
632,2,2/1/2020,8/1/2020
632,1,8/1/2020,12/31/9999
633,1,8/1/2018,8/1/2019
633,2,8/1/2019,12/31/9999
634,1,8/1/2018,12/31/9999
635,2,8/1/2018,2/1/2019
635,2,2/1/2019,8/1/2019
635,1,8/1/2019,8/1/2020
635,1,8/1/2020,12/31/9999
636,2,8/1/2018,12/31/9999
637,1,8/1/2018,8/1/2019
637,1,8/1/2019,8/1/2020
637,2,8/1/2020,12/31/9999
638,2,8/1/2018,2/1/2019
638,2,2/1/2019,8/1/2019
638,2,8/1/2019,2/1/2020
638,2,2/1/2020,8/1/2020
638,2,8/1/2020,12/31/9999
639,1,8/1/2018,12/31/9999
640,1,8/1/2018,8/1/2019
640,2,8/1/2019,2/1/2020
640,2,2/1/2020,8/1/2020
640,2,8/1/2020,12/31/9999
641,2,8/1/2018,2/1/2019
641,2,2/1/2019,8/1/2019
641,2,8/1/2019,2/1/2020
641,2,2/1/2020,8/1/2020
641,1,8/1/2020,12/31/9999
642,2,8/1/2018,2/1/2019
642,2,2/1/2019,8/1/2019
642,2,8/1/2019,2/1/2020
642,2,2/1/2020,8/1/2020
642,2,8/1/2020,12/31/9999
643,1,8/1/2018,8/1/2019
643,2,8/1/2019,2/1/2020
643,2,2/1/2020,8/1/2020
643,2,8/1/2020,12/31/9999
644,1,8/1/2018,8/1/2019
644,1,8/1/2019,8/1/2020
644,1,8/1/2020,12/31/9999
645,1,8/1/2018,8/1/2019
645,1,8/1/2019,8/1/2020
645,2,8/1/2020,12/31/9999
646,2,8/1/2018,2/1/2019
646,2,2/1/2019,8/1/2019
646,2,8/1/2019,2/1/2020
646,2,2/1/2020,8/1/2020
646,2,8/1/2020,12/31/9999
647,1,8/1/2018,12/31/9999
648,2,8/1/2018,2/1/2019
648,2,2/1/2019,8/1/2019
648,1,8/1/2019,8/1/2020
648,2,8/1/2020,12/31/9999
649,1,8/1/2018,12/31/9999
650,1,8/1/2018,8/1/2019
650,1,8/1/2019,8/1/2020
650,2,8/1/2020,12/31/9999
651,2,8/1/2018,2/1/2019
651,2,2/1/2019,8/1/2019
651,1,8/1/2019,12/31/9999
652,2,8/1/2018,2/1/2019
652,2,2/1/2019,8/1/2019
652,1,8/1/2019,8/1/2020
652,1,8/1/2020,12/31/9999
653,2,8/1/2018,2/1/2019
653,2,2/1/2019,12/31/9999
654,1,8/1/2018,8/1/2019
654,1,8/1/2019,8/1/2020
654,1,8/1/2020,12/31/9999
655,2,8/1/2018,12/31/9999
656,2,8/1/2018,2/1/2019
656,2,2/1/2019,8/1/2019
656,1,8/1/2019,8/1/2020
656,1,8/1/2020,12/31/9999
657,1,8/1/2018,12/31/9999
658,1,8/1/2018,12/31/9999
659,2,8/1/2018,2/1/2019
659,1,2/1/2019,2/1/2020
659,1,2/1/2020,12/31/9999
660,2,8/1/2018,2/1/2019
660,1,2/1/2019,12/31/9999
661,1,8/1/2018,8/1/2019
661,1,8/1/2019,8/1/2020
661,2,8/1/2020,12/31/9999
662,1,8/1/2018,12/31/9999
663,1,8/1/2018,12/31/9999
664,1,8/1/2018,8/1/2019
664,1,8/1/2019,8/1/2020
664,2,8/1/2020,12/31/9999
665,2,8/1/2018,2/1/2019
665,1,2/1/2019,2/1/2020
665,2,2/1/2020,8/1/2020
665,2,8/1/2020,12/31/9999
666,2,8/1/2018,2/1/2019
666,1,2/1/2019,2/1/2020
666,2,2/1/2020,8/1/2020
666,1,8/1/2020,12/31/9999
667,2,8/1/2018,2/1/2019
667,2,2/1/2019,8/1/2019
667,2,8/1/2019,12/31/9999
668,2,8/1/2018,2/1/2019
668,2,2/1/2019,8/1/2019
668,2,8/1/2019,2/1/2020
668,2,2/1/2020,8/1/2020
668,2,8/1/2020,12/31/9999
669,1,8/1/2018,8/1/2019
669,1,8/1/2019,8/1/2020
669,2,8/1/2020,12/31/9999
670,1,8/1/2018,8/1/2019
670,2,8/1/2019,2/1/2020
670,2,2/1/2020,8/1/2020
670,1,8/1/2020,12/31/9999
671,2,8/1/2018,2/1/2019
671,2,2/1/2019,8/1/2019
671,2,8/1/2019,2/1/2020
671,2,2/1/2020,8/1/2020
671,2,8/1/2020,12/31/9999
672,2,8/1/2018,2/1/2019
672,2,2/1/2019,8/1/2019
672,2,8/1/2019,2/1/2020
672,2,2/1/2020,8/1/2020
672,2,8/1/2020,12/31/9999
673,1,8/1/2018,8/1/2019
673,2,8/1/2019,2/1/2020
673,2,2/1/2020,8/1/2020
673,1,8/1/2020,12/31/9999
674,1,8/1/2018,8/1/2019
674,2,8/1/2019,2/1/2020
674,2,2/1/2020,8/1/2020
674,2,8/1/2020,12/31/9999
675,1,8/1/2018,12/31/9999
676,1,8/1/2018,8/1/2019
676,1,8/1/2019,8/1/2020
676,2,8/1/2020,12/31/9999
677,1,8/1/2018,8/1/2019
677,2,8/1/2019,2/1/2020
677,2,2/1/2020,8/1/2020
677,1,8/1/2020,12/31/9999
678,1,8/1/2018,8/1/2019
678,2,8/1/2019,2/1/2020
678,2,2/1/2020,8/1/2020
678,1,8/1/2020,12/31/9999
679,1,8/1/2018,8/1/2019
679,2,8/1/2019,2/1/2020
679,2,2/1/2020,8/1/2020
679,1,8/1/2020,12/31/9999
680,2,8/1/2018,2/1/2019
680,1,2/1/2019,2/1/2020
680,1,2/1/2020,12/31/9999
681,1,8/1/2018,8/1/2019
681,2,8/1/2019,2/1/2020
681,2,2/1/2020,8/1/2020
681,2,8/1/2020,12/31/9999
682,1,8/1/2018,8/1/2019
682,1,8/1/2019,8/1/2020
682,1,8/1/2020,12/31/9999
683,1,8/1/2018,8/1/2019
683,1,8/1/2019,8/1/2020
683,1,8/1/2020,12/31/9999
684,1,8/1/2018,8/1/2019
684,1,8/1/2019,12/31/9999
685,1,8/1/2018,8/1/2019
685,1,8/1/2019,8/1/2020
685,1,8/1/2020,12/31/9999
686,2,8/1/2018,2/1/2019
686,2,2/1/2019,8/1/2019
686,2,8/1/2019,2/1/2020
686,1,2/1/2020,12/31/9999
687,2,9/1/2018,3/1/2019
687,2,3/1/2019,9/1/2019
687,2,9/1/2019,3/1/2020
687,1,3/1/2020,12/31/9999
688,1,9/1/2018,12/31/9999
689,2,9/1/2018,3/1/2019
689,2,3/1/2019,9/1/2019
689,2,9/1/2019,3/1/2020
689,2,3/1/2020,9/1/2020
689,2,9/1/2020,12/31/9999
690,2,9/1/2018,3/1/2019
690,2,3/1/2019,9/1/2019
690,2,9/1/2019,3/1/2020
690,2,3/1/2020,9/1/2020
690,2,9/1/2020,12/31/9999
691,1,9/1/2018,9/1/2019
691,1,9/1/2019,9/1/2020
691,1,9/1/2020,12/31/9999
692,1,9/1/2018,9/1/2019
692,1,9/1/2019,9/1/2020
692,2,9/1/2020,12/31/9999
693,2,9/1/2018,3/1/2019
693,2,3/1/2019,9/1/2019
693,2,9/1/2019,12/31/9999
694,1,9/1/2018,9/1/2019
694,1,9/1/2019,9/1/2020
694,1,9/1/2020,12/31/9999
695,1,9/1/2018,9/1/2019
695,1,9/1/2019,9/1/2020
695,2,9/1/2020,12/31/9999
696,2,9/1/2018,3/1/2019
696,2,3/1/2019,12/31/9999
697,2,9/1/2018,3/1/2019
697,1,3/1/2019,3/1/2020
697,1,3/1/2020,12/31/9999
698,1,9/1/2018,9/1/2019
698,2,9/1/2019,3/1/2020
698,2,3/1/2020,9/1/2020
698,2,9/1/2020,12/31/9999
699,1,9/1/2018,9/1/2019
699,1,9/1/2019,12/31/9999
700,2,9/1/2018,3/1/2019
700,2,3/1/2019,9/1/2019
700,2,9/1/2019,12/31/9999
701,2,9/1/2018,3/1/2019
701,2,3/1/2019,9/1/2019
701,1,9/1/2019,9/1/2020
701,2,9/1/2020,12/31/9999
702,1,9/1/2018,9/1/2019
702,2,9/1/2019,3/1/2020
702,2,3/1/2020,9/1/2020
702,2,9/1/2020,12/31/9999
703,2,9/1/2018,12/31/9999
704,2,9/1/2018,3/1/2019
704,2,3/1/2019,9/1/2019
704,2,9/1/2019,3/1/2020
704,1,3/1/2020,12/31/9999
705,1,9/1/2018,9/1/2019
705,1,9/1/2019,9/1/2020
705,1,9/1/2020,12/31/9999
706,1,9/1/2018,12/31/9999
707,2,9/1/2018,12/31/9999
708,2,9/1/2018,12/31/9999
709,1,9/1/2018,9/1/2019
709,1,9/1/2019,9/1/2020
709,1,9/1/2020,12/31/9999
710,2,9/1/2018,3/1/2019
710,1,3/1/2019,12/31/9999
711,1,9/1/2018,9/1/2019
711,1,9/1/2019,9/1/2020
711,1,9/1/2020,12/31/9999
712,1,9/1/2018,9/1/2019
712,1,9/1/2019,9/1/2020
712,2,9/1/2020,12/31/9999
713,2,9/1/2018,3/1/2019
713,2,3/1/2019,9/1/2019
713,2,9/1/2019,3/1/2020
713,2,3/1/2020,9/1/2020
713,1,9/1/2020,12/31/9999
714,2,9/1/2018,3/1/2019
714,2,3/1/2019,9/1/2019
714,2,9/1/2019,3/1/2020
714,1,3/1/2020,12/31/9999
715,1,9/1/2018,9/1/2019
715,2,9/1/2019,3/1/2020
715,2,3/1/2020,9/1/2020
715,2,9/1/2020,12/31/9999
716,1,9/1/2018,9/1/2019
716,2,9/1/2019,3/1/2020
716,2,3/1/2020,9/1/2020
716,2,9/1/2020,12/31/9999
717,2,9/1/2018,3/1/2019
717,2,3/1/2019,9/1/2019
717,2,9/1/2019,3/1/2020
717,2,3/1/2020,9/1/2020
717,1,9/1/2020,12/31/9999
718,2,9/1/2018,3/1/2019
718,1,3/1/2019,3/1/2020
718,1,3/1/2020,12/31/9999
719,1,9/1/2018,12/31/9999
720,2,9/1/2018,3/1/2019
720,2,3/1/2019,9/1/2019
720,2,9/1/2019,3/1/2020
720,2,3/1/2020,9/1/2020
720,2,9/1/2020,12/31/9999
721,1,9/1/2018,9/1/2019
721,1,9/1/2019,9/1/2020
721,2,9/1/2020,12/31/9999
722,1,9/1/2018,9/1/2019
722,1,9/1/2019,9/1/2020
722,2,9/1/2020,12/31/9999
723,2,9/1/2018,3/1/2019
723,2,3/1/2019,9/1/2019
723,1,9/1/2019,9/1/2020
723,2,9/1/2020,12/31/9999
724,2,9/1/2018,3/1/2019
724,1,3/1/2019,3/1/2020
724,1,3/1/2020,12/31/9999
725,1,9/1/2018,12/31/9999
726,1,9/1/2018,9/1/2019
726,2,9/1/2019,3/1/2020
726,1,3/1/2020,12/31/9999
727,1,9/1/2018,12/31/9999
728,1,9/1/2018,12/31/9999
729,2,9/1/2018,3/1/2019
729,2,3/1/2019,9/1/2019
729,1,9/1/2019,9/1/2020
729,1,9/1/2020,12/31/9999
730,2,9/1/2018,3/1/2019
730,2,3/1/2019,9/1/2019
730,2,9/1/2019,3/1/2020
730,1,3/1/2020,12/31/9999
731,1,9/1/2018,9/1/2019
731,2,9/1/2019,3/1/2020
731,1,3/1/2020,12/31/9999
732,2,9/1/2018,3/1/2019
732,2,3/1/2019,9/1/2019
732,2,9/1/2019,3/1/2020
732,2,3/1/2020,9/1/2020
732,2,9/1/2020,12/31/9999
733,2,9/1/2018,3/1/2019
733,2,3/1/2019,9/1/2019
733,2,9/1/2019,3/1/2020
733,1,3/1/2020,12/31/9999
734,1,9/1/2018,9/1/2019
734,1,9/1/2019,12/31/9999
735,1,9/1/2018,9/1/2019
735,2,9/1/2019,3/1/2020
735,2,3/1/2020,9/1/2020
735,2,9/1/2020,12/31/9999
736,1,9/1/2018,9/1/2019
736,2,9/1/2019,3/1/2020
736,2,3/1/2020,9/1/2020
736,2,9/1/2020,12/31/9999
737,1,9/1/2018,9/1/2019
737,1,9/1/2019,9/1/2020
737,1,9/1/2020,12/31/9999
738,1,9/1/2018,12/31/9999
739,2,9/1/2018,3/1/2019
739,2,3/1/2019,9/1/2019
739,1,9/1/2019,12/31/9999
740,1,9/1/2018,12/31/9999
741,2,9/1/2018,3/1/2019
741,2,3/1/2019,12/31/9999
742,2,9/1/2018,3/1/2019
742,2,3/1/2019,9/1/2019
742,2,9/1/2019,12/31/9999
743,2,9/1/2018,3/1/2019
743,2,3/1/2019,9/1/2019
743,2,9/1/2019,3/1/2020
743,2,3/1/2020,9/1/2020
743,2,9/1/2020,12/31/9999
744,2,9/1/2018,12/31/9999
745,1,9/1/2018,9/1/2019
745,1,9/1/2019,9/1/2020
745,1,9/1/2020,12/31/9999
746,2,9/1/2018,3/1/2019
746,2,3/1/2019,9/1/2019
746,2,9/1/2019,12/31/9999
747,1,9/1/2018,9/1/2019
747,1,9/1/2019,9/1/2020
747,2,9/1/2020,12/31/9999
748,1,9/1/2018,9/1/2019
748,1,9/1/2019,9/1/2020
748,2,9/1/2020,12/31/9999
749,2,9/1/2018,3/1/2019
749,2,3/1/2019,9/1/2019
749,1,9/1/2019,12/31/9999
750,1,9/1/2018,9/1/2019
750,1,9/1/2019,9/1/2020
750,2,9/1/2020,12/31/9999
751,1,9/1/2018,9/1/2019
751,1,9/1/2019,9/1/2020
751,1,9/1/2020,12/31/9999
752,1,9/1/2018,12/31/9999
753,2,9/1/2018,3/1/2019
753,2,3/1/2019,9/1/2019
753,2,9/1/2019,3/1/2020
753,2,3/1/2020,9/1/2020
753,2,9/1/2020,12/31/9999
754,2,9/1/2018,3/1/2019
754,2,3/1/2019,9/1/2019
754,1,9/1/2019,9/1/2020
754,1,9/1/2020,12/31/9999
755,2,9/1/2018,3/1/2019
755,2,3/1/2019,9/1/2019
755,2,9/1/2019,3/1/2020
755,2,3/1/2020,9/1/2020
755,1,9/1/2020,12/31/9999
756,2,9/1/2018,3/1/2019
756,1,3/1/2019,3/1/2020
756,2,3/1/2020,9/1/2020
756,2,9/1/2020,12/31/9999
757,1,9/1/2018,9/1/2019
757,1,9/1/2019,9/1/2020
757,2,9/1/2020,12/31/9999
758,2,9/1/2018,3/1/2019
758,2,3/1/2019,9/1/2019
758,2,9/1/2019,3/1/2020
758,2,3/1/2020,9/1/2020
758,2,9/1/2020,12/31/9999
759,2,9/1/2018,3/1/2019
759,2,3/1/2019,9/1/2019
759,2,9/1/2019,3/1/2020
759,2,3/1/2020,9/1/2020
759,2,9/1/2020,12/31/9999
760,2,9/1/2018,3/1/2019
760,2,3/1/2019,12/31/9999
761,2,9/1/2018,12/31/9999
762,1,9/1/2018,9/1/2019
762,1,9/1/2019,12/31/9999
763,2,9/1/2018,3/1/2019
763,2,3/1/2019,9/1/2019
763,2,9/1/2019,3/1/2020
763,2,3/1/2020,9/1/2020
763,2,9/1/2020,12/31/9999
764,1,10/1/2018,10/1/2019
764,2,10/1/2019,4/1/2020
764,2,4/1/2020,10/1/2020
764,1,10/1/2020,12/31/9999
765,1,10/1/2018,10/1/2019
765,1,10/1/2019,10/1/2020
765,2,10/1/2020,12/31/9999
766,1,10/1/2018,10/1/2019
766,1,10/1/2019,10/1/2020
766,1,10/1/2020,12/31/9999
767,1,10/1/2018,10/1/2019
767,2,10/1/2019,4/1/2020
767,1,4/1/2020,12/31/9999
768,2,10/1/2018,4/1/2019
768,2,4/1/2019,12/31/9999
769,2,10/1/2018,4/1/2019
769,2,4/1/2019,10/1/2019
769,2,10/1/2019,4/1/2020
769,1,4/1/2020,12/31/9999
770,2,10/1/2018,4/1/2019
770,2,4/1/2019,10/1/2019
770,1,10/1/2019,10/1/2020
770,2,10/1/2020,12/31/9999
771,2,10/1/2018,12/31/9999
772,2,10/1/2018,4/1/2019
772,2,4/1/2019,10/1/2019
772,2,10/1/2019,4/1/2020
772,1,4/1/2020,12/31/9999
773,1,10/1/2018,12/31/9999
774,1,10/1/2018,10/1/2019
774,1,10/1/2019,10/1/2020
774,2,10/1/2020,12/31/9999
775,2,10/1/2018,4/1/2019
775,2,4/1/2019,10/1/2019
775,1,10/1/2019,10/1/2020
775,1,10/1/2020,12/31/9999
776,1,10/1/2018,10/1/2019
776,1,10/1/2019,10/1/2020
776,2,10/1/2020,12/31/9999
777,1,10/1/2018,10/1/2019
777,1,10/1/2019,12/31/9999
778,1,10/1/2018,10/1/2019
778,2,10/1/2019,12/31/9999
779,2,10/1/2018,12/31/9999
780,2,10/1/2018,12/31/9999
781,1,10/1/2018,10/1/2019
781,2,10/1/2019,4/1/2020
781,1,4/1/2020,12/31/9999
782,2,10/1/2018,4/1/2019
782,2,4/1/2019,10/1/2019
782,2,10/1/2019,4/1/2020
782,1,4/1/2020,12/31/9999
783,1,10/1/2018,10/1/2019
783,2,10/1/2019,4/1/2020
783,2,4/1/2020,10/1/2020
783,2,10/1/2020,12/31/9999
784,1,10/1/2018,10/1/2019
784,1,10/1/2019,10/1/2020
784,1,10/1/2020,12/31/9999
785,2,10/1/2018,4/1/2019
785,2,4/1/2019,10/1/2019
785,1,10/1/2019,12/31/9999
786,2,10/1/2018,12/31/9999
787,2,10/1/2018,4/1/2019
787,2,4/1/2019,10/1/2019
787,2,10/1/2019,4/1/2020
787,2,4/1/2020,10/1/2020
787,1,10/1/2020,12/31/9999
788,1,10/1/2018,12/31/9999
789,2,10/1/2018,4/1/2019
789,2,4/1/2019,10/1/2019
789,2,10/1/2019,4/1/2020
789,2,4/1/2020,10/1/2020
789,2,10/1/2020,12/31/9999
790,1,10/1/2018,10/1/2019
790,2,10/1/2019,4/1/2020
790,2,4/1/2020,10/1/2020
790,2,10/1/2020,12/31/9999
791,2,10/1/2018,4/1/2019
791,1,4/1/2019,4/1/2020
791,2,4/1/2020,10/1/2020
791,2,10/1/2020,12/31/9999
792,2,10/1/2018,4/1/2019
792,2,4/1/2019,10/1/2019
792,2,10/1/2019,4/1/2020
792,1,4/1/2020,12/31/9999
793,1,10/1/2018,10/1/2019
793,1,10/1/2019,10/1/2020
793,1,10/1/2020,12/31/9999
794,1,10/1/2018,10/1/2019
794,1,10/1/2019,10/1/2020
794,1,10/1/2020,12/31/9999
795,2,10/1/2018,4/1/2019
795,2,4/1/2019,10/1/2019
795,1,10/1/2019,12/31/9999
796,2,10/1/2018,4/1/2019
796,2,4/1/2019,12/31/9999
797,2,10/1/2018,4/1/2019
797,1,4/1/2019,4/1/2020
797,2,4/1/2020,10/1/2020
797,2,10/1/2020,12/31/9999
798,2,10/1/2018,12/31/9999
799,2,10/1/2018,12/31/9999
800,2,10/1/2018,12/31/9999
801,2,10/1/2018,4/1/2019
801,2,4/1/2019,10/1/2019
801,2,10/1/2019,4/1/2020
801,2,4/1/2020,10/1/2020
801,1,10/1/2020,12/31/9999
802,1,10/1/2018,12/31/9999
803,2,10/1/2018,4/1/2019
803,2,4/1/2019,12/31/9999
804,2,10/1/2018,12/31/9999
805,2,10/1/2018,4/1/2019
805,1,4/1/2019,4/1/2020
805,2,4/1/2020,10/1/2020
805,1,10/1/2020,12/31/9999
806,2,10/1/2018,4/1/2019
806,2,4/1/2019,12/31/9999
807,1,10/1/2018,12/31/9999
808,2,10/1/2018,4/1/2019
808,2,4/1/2019,12/31/9999
809,2,10/1/2018,4/1/2019
809,2,4/1/2019,10/1/2019
809,2,10/1/2019,4/1/2020
809,1,4/1/2020,12/31/9999
810,1,10/1/2018,10/1/2019
810,1,10/1/2019,10/1/2020
810,2,10/1/2020,12/31/9999
811,2,10/1/2018,4/1/2019
811,2,4/1/2019,10/1/2019
811,2,10/1/2019,4/1/2020
811,2,4/1/2020,10/1/2020
811,2,10/1/2020,12/31/9999
812,2,10/1/2018,4/1/2019
812,1,4/1/2019,4/1/2020
812,2,4/1/2020,10/1/2020
812,1,10/1/2020,12/31/9999
813,2,10/1/2018,4/1/2019
813,1,4/1/2019,4/1/2020
813,2,4/1/2020,10/1/2020
813,2,10/1/2020,12/31/9999
814,1,10/1/2018,10/1/2019
814,2,10/1/2019,4/1/2020
814,2,4/1/2020,10/1/2020
814,1,10/1/2020,12/31/9999
815,2,10/1/2018,4/1/2019
815,1,4/1/2019,4/1/2020
815,2,4/1/2020,10/1/2020
815,1,10/1/2020,12/31/9999
816,1,10/1/2018,10/1/2019
816,1,10/1/2019,10/1/2020
816,2,10/1/2020,12/31/9999
817,2,10/1/2018,4/1/2019
817,1,4/1/2019,4/1/2020
817,2,4/1/2020,10/1/2020
817,1,10/1/2020,12/31/9999
818,1,10/1/2018,10/1/2019
818,2,10/1/2019,4/1/2020
818,2,4/1/2020,12/31/9999
819,1,10/1/2018,10/1/2019
819,1,10/1/2019,12/31/9999
820,1,10/1/2018,12/31/9999
821,1,10/1/2018,10/1/2019
821,2,10/1/2019,4/1/2020
821,2,4/1/2020,10/1/2020
821,2,10/1/2020,12/31/9999
822,2,10/1/2018,12/31/9999
823,1,10/1/2018,10/1/2019
823,1,10/1/2019,10/1/2020
823,2,10/1/2020,12/31/9999
824,1,10/1/2018,10/1/2019
824,1,10/1/2019,10/1/2020
824,1,10/1/2020,12/31/9999
825,2,10/1/2018,4/1/2019
825,2,4/1/2019,10/1/2019
825,2,10/1/2019,4/1/2020
825,1,4/1/2020,12/31/9999
826,1,10/1/2018,10/1/2019
826,1,10/1/2019,10/1/2020
826,2,10/1/2020,12/31/9999
827,1,10/1/2018,12/31/9999
828,1,10/1/2018,12/31/9999
829,1,10/1/2018,12/31/9999
830,2,10/1/2018,4/1/2019
